CameraLabel, X, Y, Z, Roll, Pitch, Yaw, RotX, RotY, RotZ
uhi_20210122_111150_1_00123,2780613.3817456597,539466.10935115,5695518.004907606,-1.2452964079335658,4.990428530749142,153.21714399867503,161.27072797625672,10.332880052985148,-54.263029636265486
uhi_20210122_111150_1_00124,2780613.467274177,539466.1733119601,5695517.972525331,-1.1614456676161298,4.8323591759107485,153.14955396939695,161.12106890757804,10.440505306232607,-54.224413213482215
uhi_20210122_111150_1_00125,2780613.5532589382,539466.2416059474,5695517.938190807,-1.1687695316986655,4.577263715180047,153.0751326993422,160.88144703087426,10.465182123516465,-54.147722527260974
uhi_20210122_111150_1_00126,2780613.6376216295,539466.3035696665,5695517.904934535,-1.0589181483245638,4.491295060881014,152.93922754519937,160.81487515371512,10.624090327880396,-54.05620454113149
uhi_20210122_111150_1_00127,2780613.712280985,539466.3665189996,5695517.878102674,-1.1995467906442543,4.6636921679995025,152.85880276420795,161.01054977432565,10.522358895601444,-53.937769807933584
uhi_20210122_111150_1_00128,2780613.787779286,539466.4181653977,5695517.847952143,-0.9811235277222411,4.992813391334759,152.82064957258498,161.33254771741758,10.742379374297839,-53.97997358762753
uhi_20210122_111150_1_00129,2780613.865449494,539466.4770049691,5695517.818677038,-0.861938602952154,5.07576701590488,152.77302923274303,161.41707045730416,10.874004664084948,-53.97561269604931
uhi_20210122_111150_1_00130,2780613.937154568,539466.5334297065,5695517.7906997,-0.7694509857702697,5.291752583660951,152.69912384675723,161.6409324744077,10.990403994550741,-53.939486307860754
uhi_20210122_111150_1_00131,2780614.0114675486,539466.5898736058,5695517.758583364,-0.5580775217575227,5.355111118615483,152.57243529634025,161.71535578375872,11.241640275886208,-53.889649039419886
uhi_20210122_111150_1_00132,2780614.0836488646,539466.6461793197,5695517.725935569,-0.4157638881713083,5.4475394259535275,152.40140286918881,161.83158092936966,11.445115185330065,-53.77599785108561
uhi_20210122_111150_1_00133,2780614.1443441077,539466.6964285321,5695517.694647989,-0.3686328607559691,5.843903201599897,152.29627345479352,162.2447501104656,11.531212891818567,-53.69516425005354
uhi_20210122_111150_1_00134,2780614.208210179,539466.7479693609,5695517.6610109,-0.33972026940269257,6.102563137989672,152.18180506252358,162.52347674864725,11.604092773026794,-53.59857439470531
uhi_20210122_111150_1_00135,2780614.2709717415,539466.7960442875,5695517.625384088,-0.26745216045952785,6.468389148489789,152.09934860433452,162.90050823917562,11.705495999230852,-53.54522667521316
uhi_20210122_111150_1_00136,2780614.330240938,539466.8457765566,5695517.589617871,-0.3443616361575469,6.767405381163098,152.03974593485756,163.21544780971493,11.655283128213858,-53.468111160155765
uhi_20210122_111150_1_00137,2780614.3899375475,539466.8937345253,5695517.5523510445,-0.319285838880689,7.064137693623523,152.00659086315548,163.51682143747425,11.692064616857339,-53.44608643638899
uhi_20210122_111150_1_00138,2780614.445458259,539466.9417062337,5695517.514027124,-0.362398134427308,7.446847530938258,151.9439875325874,163.91380956832865,11.675047061691673,-53.37736582526598
uhi_20210122_111150_1_00139,2780614.504307821,539466.9912006235,5695517.4708304,-0.277194334338999,7.611257838485349,152.00507057434712,164.06122671313778,11.73229503969528,-53.45945532624596
uhi_20210122_111150_1_00140,2780614.5637860466,539467.0408793469,5695517.426711025,-0.1371047304159252,7.62385031826072,152.0996711793429,164.0473589237433,11.82916464851616,-53.58739178038357
uhi_20210122_111150_1_00141,2780614.634131339,539467.096940459,5695517.371439454,0.14750899754078337,6.789699283471939,152.1333242009259,163.18965842329015,12.08872972518794,-53.70103934112837
uhi_20210122_111150_1_00142,2780614.682660826,539467.1418636979,5695517.323405824,0.2213479257722896,6.902601983750991,152.10513469642882,163.30352203452577,12.170824899406012,-53.69603151556063
uhi_20210122_111150_1_00143,2780614.7328984626,539467.188254806,5695517.274451213,0.2828640644757051,6.98997351047907,152.10218458332196,163.3877312713574,12.231052043396012,-53.71092609341287
uhi_20210122_111150_1_00144,2780614.7818123754,539467.2313576292,5695517.2278165445,0.37687785182894734,7.284155963420365,152.14298712421188,163.66856806194028,12.30534675619562,-53.77480383286332
uhi_20210122_111150_1_00145,2780614.838207206,539467.2789999582,5695517.180686105,0.4583755584232001,7.388831636610468,152.1922936674895,163.75888114296146,12.364030980864973,-53.84368956083905
uhi_20210122_111150_1_00146,2780614.8954352317,539467.3251380787,5695517.137494768,0.4860346715223287,7.627458228205646,152.16746212500206,164.00101931605894,12.40110111548666,-53.82632636131854
uhi_20210122_111150_1_00147,2780614.955573567,539467.3657663914,5695517.098397958,0.5532910500462841,7.943348410356536,152.17397627461995,164.31219845722188,12.463973892604987,-53.84841704318469
uhi_20210122_111150_1_00148,2780615.0140105877,539467.4081189424,5695517.061108037,0.3498307795576349,8.151387942500069,152.13350586123076,164.54038102079548,12.284639864801886,-53.75291565377185
uhi_20210122_111150_1_00149,2780615.0724794306,539467.448327474,5695517.0260763345,0.14884951517682704,8.43711474612548,152.16259926640814,164.83219302846314,12.079472717685762,-53.72465813401408
uhi_20210122_111150_1_00150,2780615.1332722013,539467.4872655335,5695516.992311266,0.08906044554756253,8.73407258386708,152.2405938402745,165.11750509244726,11.9906496107932,-53.781272103678
uhi_20210122_111150_1_00151,2780615.185032516,539467.534605644,5695516.967349875,-0.40009552583791946,9.262938558441611,152.1811814031746,165.6832642736028,11.54071509737581,-53.60113554649994
uhi_20210122_111150_1_00152,2780615.249107437,539467.5787547062,5695516.936882175,-0.33680662246108534,9.441958594060065,152.36214824872698,165.82388139485582,11.529328748248425,-53.78741729424043
